Name,English_title,Score,Popularity,Rank,Members,Type,Episodes,Status,Aired,Producers,Licensors,Studios,Source,Genres,Themes,Demographics,Duration,Rating,Favorites,Premiered,Broadcast
Natsume Yuujinchou San,Natsume's Book of Friends Season 3,8.57,969,99,253,TV,13,Finished Airing,"Jul 5, 2011 to Sep 27, 2011","Aniplex,       Sakura Create","NIS America, Inc.",Brain's Base,Manga,"Slice of Life, Supernatural","Iyashikei, Mythology",Shoujo,24 min. per ep.,PG-13 - Teens 13 or older,"1,424",Summer 2011,Tuesdays at 01:30 (JST)
Kimetsu no Yaiba Movie: Mugen Ressha-hen,Demon Slayer: Kimetsu no Yaiba - The Movie: Mugen Train,8.58,71,97,1,Movie,1,Finished Airing,"Oct 16, 2020","Aniplex,       Shueisha",Aniplex of America,ufotable,Manga,"Action, Fantasy",Historical,Shounen,1 hr. 56 min.,R - 17+ (violence & profanity),"13,173",,
Ookami Kodomo no Ame to Yuki,Wolf Children,8.57,229,100,817,Movie,1,Finished Airing,"Jul 21, 2012","Madhouse,       VAP,       Dentsu,       Yomiuri Telecasting,       Kadokawa Shoten,       TOHO,       Hiroshima Television",Funimation,Studio Chizu,Original,"Award Winning, Fantasy, Slice of Life",Childcare,,1 hr. 57 min.,PG-13 - Teens 13 or older,"11,425",,
Kimetsu no Yaiba,Demon Slayer: Kimetsu no Yaiba,8.46,6,152,3,TV,26,Finished Airing,"Apr 6, 2019 to Sep 28, 2019","Aniplex,       Shueisha",Aniplex of America,ufotable,Manga,"Action, Award Winning, Fantasy",Historical,Shounen,23 min. per ep.,R - 17+ (violence & profanity),"90,852",Spring 2019,Saturdays at 23:30 (JST)
Karakai Jouzu no Takagi-san Movie,Teasing Master Takagi-san: The Movie,8.46,2499,151,75,Movie,1,Finished Airing,"Jun 10, 2022",TOHO animation,Sentai Filmworks,Shin-Ei Animation,Manga,,"Romantic Subtext, School",Shounen,1 hr. 13 min.,PG-13 - Teens 13 or older,715,,
Mo Dao Zu Shi,The Founder of Diabolism,8.46,1055,153,232,ONA,15,Finished Airing,"Jul 9, 2018 to Oct 6, 2018","Aniplex,       Tencent Penguin Pictures","None found, add some",B.CMAY PICTURES,Web novel,"Action, Adventure, Drama, Fantasy, Mystery","Historical, Mythology, Reincarnation",,25 min. per ep.,R - 17+ (violence & profanity),"6,797",,
Nichijou,Nichijou - My Ordinary Life,8.46,191,155,901,TV,26,Finished Airing,"Apr 3, 2011 to Sep 25, 2011","Lantis,       Kadokawa Shoten,       Movic,       Rakuonsha,       Kadokawa Pictures Japan,       KlockWorx,       Animation Do","Funimation,       Bandai Entertainment",Kyoto Animation,Manga,Comedy,"Gag Humor, School",Shounen,23 min. per ep.,PG-13 - Teens 13 or older,"23,893",Spring 2011,Sundays at 02:20 (JST)
Mo Dao Zu Shi: Xian Yun Pian,The Founder of Diabolism Season 2,8.46,2009,154,106,ONA,8,Finished Airing,"Aug 3, 2019 to Sep 21, 2019",Tencent Penguin Pictures,"None found, add some",B.CMAY PICTURES,Web novel,"Action, Adventure, Drama, Fantasy, Mystery","Historical, Mythology, Reincarnation",,24 min. per ep.,R - 17+ (violence & profanity),"1,237",,
Owarimonogatari,,8.45,475,156,479,TV,12,Finished Airing,"Oct 4, 2015 to Dec 20, 2015",Aniplex,Aniplex of America,Shaft,Light novel,"Comedy, Mystery, Supernatural",Vampire,,26 min. per ep.,R - 17+ (violence & profanity),"2,891",Fall 2015,Sundays at 00:00 (JST)
Bungou Stray Dogs 4th Season,Bungo Stray Dogs 4,8.45,843,157,291,TV,13,Finished Airing,"Jan 4, 2023 to Mar 29, 2023","WOWOW,       Lantis,       Movic,       Glovision,       Crunchyroll,       Kadokawa,       Sony Music Solutions,       Bandai Namco Music Live","None found, add some",Bones,Manga,"Action, Mystery, Supernatural","Adult Cast, Detective, Organized Crime, Super Power",Seinen,23 min. per ep.,R - 17+ (violence & profanity),"3,237",Winter 2023,Wednesdays at 23:00 (JST)
Zoku Owarimonogatari,,8.44,1074,159,227,TV,6,Finished Airing,"May 19, 2019 to Jun 23, 2019","Aniplex,       Kodansha",Aniplex of America,Shaft,Light novel,"Comedy, Mystery, Supernatural",Vampire,,28 min. per ep.,R - 17+ (violence & profanity),987,Spring 2019,Sundays at 00:00 (JST)
Steins;Gate Movie: Fuka Ryouiki no Déjà vu,Steins;Gate: The Movie - Load Region of Déjà Vu,8.45,367,158,597,Movie,1,Finished Airing,"Apr 20, 2013","Frontier Works,       Media Factory,       Movic,       AT-X,       Kadokawa Pictures Japan,       MAGES.,       Cinema Sunshine",Funimation,White Fox,Visual novel,"Drama, Sci-Fi",,,1 hr. 30 min.,PG-13 - Teens 13 or older,"2,649",,
Golden Kamuy 3rd Season,Golden Kamuy Season 3,8.44,1387,161,171,TV,12,Finished Airing,"Oct 5, 2020 to Dec 21, 2020","Magic Capsule,       NBCUniversal Entertainment Japan,       Twin Engine",Funimation,Geno Studio,Manga,"Action, Adventure","Adult Cast, Historical, Military",Seinen,23 min. per ep.,R - 17+ (violence & profanity),"1,475",Fall 2020,Mondays at 23:00 (JST)
Jujutsu Kaisen 0 Movie,Jujutsu Kaisen 0,8.44,163,160,965,Movie,1,Finished Airing,"Dec 24, 2021","Mainichi Broadcasting System,       TOHO animation,       Shueisha,       Sumzap",Crunchyroll,MAPPA,Manga,"Action, Fantasy",School,Shounen,1 hr. 44 min.,R - 17+ (violence & profanity),"10,166",,
Haikyuu!!,Haikyu!!,8.44,37,162,1,TV,25,Finished Airing,"Apr 6, 2014 to Sep 21, 2014","Dentsu,       Mainichi Broadcasting System,       Movic,       TOHO animation,       Shueisha,       Spacey Music Entertainment",Sentai Filmworks,Production I.G,Manga,Sports,"School, Team Sports",Shounen,24 min. per ep.,PG-13 - Teens 13 or older,"73,861",Spring 2014,Sundays at 17:00 (JST)
JoJo no Kimyou na Bouken Part 3: Stardust Crusaders 2nd Season,JoJo's Bizarre Adventure: Stardust Crusaders - Battle in Egypt,8.44,133,163,1,TV,24,Finished Airing,"Jan 10, 2015 to Jun 20, 2015","Yomiko Advertising,       Warner Bros. Japan,       KlockWorx,       Medicos Entertainment,       Shueisha",VIZ Media,David Production,Manga,"Action, Adventure, Supernatural",,Shounen,23 min. per ep.,R - 17+ (violence & profanity),"20,745",Winter 2015,Saturdays at 00:30 (JST)
Gintama: Yorinuki Gintama-san on Theater 2D,,8.43,3343,164,44,Movie,2,Finished Airing,"Aug 26, 2012","None found, add some","None found, add some",Sunrise,Manga,"Action, Comedy, Sci-Fi","Gag Humor, Historical, Parody, Samurai",Shounen,1 hr. 36 min. per ep.,PG-13 - Teens 13 or older,45,,
Grand Blue,Grand Blue Dreaming,8.43,244,165,784,TV,12,Finished Airing,"Jul 14, 2018 to Sep 29, 2018","Mainichi Broadcasting System,       Kodansha,       NBCUniversal Entertainment Japan,       Avex Pictures,       Q-Tec,       JR East Marketing & Communications,       GYAO!","None found, add some",Zero-G,Manga,Comedy,Adult Cast,Seinen,24 min. per ep.,PG-13 - Teens 13 or older,"19,775",Summer 2018,Saturdays at 02:55 (JST)
Wu Liuqi: Xuanwu Guo Pian,Scissor Seven (2021),8.43,2748,166,64,ONA,10,Finished Airing,"Jan 21, 2021 to May 5, 2021",AHA Entertainment,"None found, add some",Sharefun Studio,Original,"Action, Adventure, Comedy, Drama, Mystery","Martial Arts, Super Power",,16 min. per ep.,R - 17+ (violence & profanity),809,,
Kono Subarashii Sekai ni Shukufuku wo! Movie: Kurenai Densetsu,KonoSuba: God's Blessing on This Wonderful World! - Legend of Crimson,8.43,243,167,788,Movie,1,Finished Airing,"Aug 30, 2019","Half H.P Studio,       Nippon Columbia,       Toranoana,       MAGES.,       81 Produce,       Sammy,       Kadokawa Media House,       Kadokawa,       Sony Music Solutions","None found, add some",J.C.Staff,Light novel,"Adventure, Comedy, Fantasy","Isekai, Parody",,1 hr. 30 min.,PG-13 - Teens 13 or older,"4,899",,
Mushishi Zoku Shou: Odoro no Michi,Mushi-shi Path of Thorns,8.43,2063,168,102,TV Special,1,Finished Airing,"Aug 20, 2014","Aniplex,       Kodansha,       Delfi Sound",Aniplex of America,Artland,Manga,"Adventure, Mystery, Slice of Life, Supernatural","Adult Cast, Historical, Iyashikei",Seinen,47 min.,PG-13 - Teens 13 or older,122,,
Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season Part 2,Re:ZERO -Starting Life in Another World- Season 2 Part 2,8.43,192,169,895,TV,12,Finished Airing,"Jan 6, 2021 to Mar 24, 2021","AT-X,       Memory-Tech,       Hakuhodo DY Music & Pictures,       Kadokawa Media House,       Kadokawa","None found, add some",White Fox,Light novel,"Drama, Fantasy, Suspense","Isekai, Psychological, Time Travel",,29 min. per ep.,R - 17+ (violence & profanity),"12,504",Winter 2021,Wednesdays at 22:30 (JST)
