Name,English_title,Score,Popularity,Rank,Members,Type,Episodes,Status,Aired,Producers,Licensors,Studios,Source,Genres,Themes,Duration,Rating,Favorites,Premiered,Broadcast,Demographics
Kimi no Suizou wo Tabetai,I Want To Eat Your Pancreas,8.55,161,111,974,Movie,1,Finished Airing,"Sep 1, 2018","Aniplex,       ABC Animation",Aniplex of America,Studio VOLN,Novel,"Drama, Romance",School,1 hr. 48 min.,PG-13 - Teens 13 or older,"20,925",,,
JoJo no Kimyou na Bouken Part 6: Stone Ocean Part 3,JoJo's Bizarre Adventure: Stone Ocean Part 3,8.55,1178,110,207,ONA,14,Finished Airing,"Dec 1, 2022",Warner Bros. Japan,"None found, add some",David Production,Manga,"Action, Adventure, Supernatural",,24 min. per ep.,R - 17+ (violence & profanity),"2,939",,,Shounen
Slam Dunk,,8.54,800,114,303,TV,101,Finished Airing,"Oct 16, 1993 to Mar 23, 1996",TV Asahi,Geneon Entertainment USA,Toei Animation,Manga,Sports,"School, Team Sports",23 min. per ep.,PG-13 - Teens 13 or older,"7,338",Fall 1993,Saturdays at 19:30 (JST),Shounen
Zoku Natsume Yuujinchou,Natsume's Book of Friends Season 2,8.54,987,115,249,TV,13,Finished Airing,"Jan 6, 2009 to Mar 31, 2009","Aniplex,       Nihon Ad Systems","NIS America, Inc.",Brain's Base,Manga,"Slice of Life, Supernatural","Iyashikei, Mythology",24 min. per ep.,PG-13 - Teens 13 or older,"1,434",Winter 2009,Tuesdays at 01:00 (JST),Shoujo
Perfect Blue,,8.55,285,113,716,Movie,1,Finished Airing,"Feb 28, 1998","Rex Entertainment,       ONIRO",GKIDS,Madhouse,Novel,"Avant Garde, Drama, Horror, Suspense","Adult Cast, Psychological, Showbiz",1 hr. 21 min.,R+ - Mild Nudity,"19,456",,,
Bakuman. 3rd Season,Bakuman. Season 3,8.53,726,117,331,TV,25,Finished Airing,"Oct 6, 2012 to Mar 30, 2013","NHK,       Shueisha","None found, add some",J.C.Staff,Manga,"Comedy, Drama, Romance",Otaku Culture,24 min. per ep.,PG-13 - Teens 13 or older,"2,957",Fall 2012,Unknown,Shounen
Mushishi: Hihamukage,Mushi-shi: The Shadow that Devours the Sun,8.53,1634,118,140,TV Special,1,Finished Airing,"Jan 4, 2014","Aniplex,       Kodansha,       Delfi Sound","None found, add some",Artland,Manga,"Adventure, Mystery, Slice of Life, Supernatural","Adult Cast, Historical, Iyashikei",45 min.,PG-13 - Teens 13 or older,195,,,Seinen
Fruits Basket 2nd Season,,8.54,432,116,515,TV,25,Finished Airing,"Apr 7, 2020 to Sep 22, 2020","TV Tokyo,       TV Osaka,       Nihon Ad Systems,       Hakusensha,       Avex Pictures,       TMS Music,       8PAN",Funimation,TMS Entertainment,Manga,"Drama, Romance, Supernatural",School,23 min. per ep.,PG-13 - Teens 13 or older,"6,094",Spring 2020,Tuesdays at 01:30 (JST),Shoujo
Sora yori mo Tooi Basho,A Place Further Than The Universe,8.52,441,121,507,TV,13,Finished Airing,"Jan 2, 2018 to Mar 27, 2018","Movic,       AT-X,       Sony Music Communications,       Docomo Anime Store,       Kadokawa Media House,       Kadokawa,       NewGin,       Crunchyroll SC Anime Fund","None found, add some",Madhouse,Original,"Adventure, Comedy, Drama",CGDCT,23 min. per ep.,PG-13 - Teens 13 or older,"14,134",Winter 2018,Tuesdays at 20:30 (JST),
Steins;Gate 0,,8.53,198,119,876,TV,23,Finished Airing,"Apr 12, 2018 to Sep 27, 2018","Frontier Works,       Movic,       Kadokawa",Funimation,White Fox,Visual novel,"Drama, Sci-Fi, Suspense",Time Travel,23 min. per ep.,PG-13 - Teens 13 or older,"11,889",Spring 2018,Thursdays at 01:35 (JST),
Shoujo☆Kageki Revue Starlight Movie,Revue Starlight: The Movie,8.52,4886,120,20,Movie,1,Finished Airing,"Jun 4, 2021",Bushiroad,Sentai Filmworks,Kinema Citrus,Original,Drama,"Music, Performing Arts, School",2 hr.,PG-13 - Teens 13 or older,860,,,
Yuru Camp△ Season 2,Laid-Back Camp Season 2,8.52,1080,123,227,TV,13,Finished Airing,"Jan 7, 2021 to Apr 1, 2021","Half H.P Studio,       MAGES.,       DeNA","None found, add some",C-Station,Manga,Slice of Life,"CGDCT, Iyashikei",23 min. per ep.,PG-13 - Teens 13 or older,"3,063",Winter 2021,Thursdays at 23:00 (JST),
Gintama Movie 1: Shinyaku Benizakura-hen,Gintama: The Movie,8.52,1435,124,165,Movie,1,Finished Airing,"Apr 24, 2010","TV Tokyo,       Aniplex,       Dentsu,       Bandai,       Warner Bros. Japan,       Shueisha",Sentai Filmworks,Sunrise,Manga,"Action, Comedy, Sci-Fi","Historical, Parody, Samurai",1 hr. 35 min.,R - 17+ (violence & profanity),618,,,Shounen
Spy x Family,,8.52,69,122,1,TV,12,Finished Airing,"Apr 9, 2022 to Jun 25, 2022","TV Tokyo,       Shogakukan-Shueisha Productions,       TOHO animation,       Shueisha",Funimation,"Wit Studio,       CloverWorks",Manga,"Action, Award Winning, Comedy",Childcare,24 min. per ep.,PG-13 - Teens 13 or older,"39,372",Spring 2022,Saturdays at 23:00 (JST),Shounen
Hotaru no Haka,Grave of the Fireflies,8.52,301,126,680,Movie,1,Finished Airing,"Apr 16, 1988","None found, add some","ADV Films,       Central Park Media,       Sentai Filmworks",Studio Ghibli,Novel,Drama,Historical,1 hr. 28 min.,PG-13 - Teens 13 or older,"8,147",,,
Gintama.: Porori-hen,Gintama.: Slip Arc,8.52,1192,125,203,TV,13,Finished Airing,"Oct 2, 2017 to Dec 25, 2017","TV Tokyo,       Aniplex,       Dentsu,       Shueisha","None found, add some",Bandai Namco Pictures,Manga,"Action, Comedy, Sci-Fi","Gag Humor, Historical, Parody, Samurai",23 min. per ep.,PG-13 - Teens 13 or older,917,Fall 2017,Mondays at 01:35 (JST),Shounen
Kara no Kyoukai Movie 5: Mujun Rasen,The Garden of Sinners Chapter 5: Paradox Spiral,8.52,1017,127,239,Movie,1,Finished Airing,"Aug 16, 2008",Notes,Aniplex of America,ufotable,Light novel,"Action, Drama, Mystery, Romance, Supernatural, Suspense",,1 hr. 54 min.,R - 17+ (violence & profanity),"4,592",,,
Koukaku Kidoutai: Stand Alone Complex 2nd GIG,Ghost in the Shell: Stand Alone Complex 2nd GIG,8.52,1073,128,228,TV,26,Finished Airing,"Jan 1, 2004 to Jan 8, 2005","Bandai Visual,       Dentsu,       Victor Entertainment,       Kodansha,       Tokuma Shoten,       Nippon Television Network","Bandai Entertainment,       Manga Entertainment",Production I.G,Manga,"Action, Mystery, Sci-Fi","Adult Cast, Detective, Mecha, Military",25 min. per ep.,R - 17+ (violence & profanity),"3,162",Winter 2004,Unknown,Seinen
Ousama Ranking,Ranking of Kings,8.51,329,129,649,TV,23,Finished Airing,"Oct 15, 2021 to Mar 25, 2022","Aniplex,       Dentsu,       Fuji TV,       Kadokawa,       Bandai Spirits",Funimation,Wit Studio,Web manga,"Adventure, Fantasy",,22 min. per ep.,PG-13 - Teens 13 or older,"12,723",Fall 2021,Fridays at 00:55 (JST),
Samurai Champloo,,8.51,109,130,1,TV,26,Finished Airing,"May 20, 2004 to Mar 19, 2005","Victor Entertainment,       Fuji TV,       Barnum Studio,       Tokuma Shoten,       flying DOG","Funimation,       Geneon Entertainment USA",Manglobe,Original,"Action, Adventure, Comedy","Historical, Samurai",24 min. per ep.,R - 17+ (violence & profanity),"38,121",Spring 2004,Saturdays at 10:30 (JST),
Shingeki no Kyojin Season 2,Attack on Titan Season 2,8.51,12,131,2,TV,12,Finished Airing,"Apr 1, 2017 to Jun 17, 2017","Production I.G,       Dentsu,       Mainichi Broadcasting System,       Pony Canyon,       Kodansha,       Techno Sound,       Pony Canyon Enterprises",Funimation,Wit Studio,Manga,"Action, Drama, Suspense","Gore, Military, Survival",24 min. per ep.,R - 17+ (violence & profanity),"21,649",Spring 2017,Saturdays at 22:00 (JST),Shounen
Tian Guan Cifu Special,Heaven Official's Blessing Special,8.50,3152,135,49,ONA,1,Finished Airing,"Feb 16, 2021",bilibili,"None found, add some",Haoliners Animation League,Web novel,"Action, Adventure, Drama, Fantasy","Historical, Mythology",21 min.,PG-13 - Teens 13 or older,489,,,
Chainsaw Man,,8.50,73,133,1,TV,12,Finished Airing,"Oct 12, 2022 to Dec 28, 2022",dugout,"None found, add some",MAPPA,Manga,"Action, Fantasy",Gore,24 min. per ep.,R - 17+ (violence & profanity),"47,329",Fall 2022,Wednesdays at 00:00 (JST),Shounen
Dungeon Meshi,Delicious in Dungeon,8.51,920,132,266,TV,24,Finished Airing,"Jan 4, 2024 to Jun 13, 2024","Ultra Super Pictures,       Good Smile Company,       Tencent Japan,       Kadokawa","None found, add some",Trigger,Manga,"Adventure, Comedy, Fantasy, Gourmet",,25 min. per ep.,R - 17+ (violence & profanity),"3,544",Winter 2024,Thursdays at 22:30 (JST),Seinen
JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai,JoJo's Bizarre Adventure: Diamond Is Unbreakable,8.50,128,134,1,TV,39,Finished Airing,"Apr 2, 2016 to Dec 24, 2016",Warner Bros. Japan,VIZ Media,David Production,Manga,"Action, Adventure, Supernatural",,23 min. per ep.,R - 17+ (violence & profanity),"39,903",Spring 2016,Saturdays at 00:30 (JST),Shounen
Mob Psycho 100,,8.49,30,138,2,TV,12,Finished Airing,"Jul 11, 2016 to Sep 27, 2016","Warner Bros. Japan,       KlockWorx,       BS Fuji,       Hakuhodo DY Music & Pictures,       Shogakukan","Funimation,       Crunchyroll",Bones,Web manga,"Action, Comedy, Supernatural",Super Power,24 min. per ep.,PG-13 - Teens 13 or older,"48,557",Summer 2016,Tuesdays at 00:00 (JST),
One Punch Man,,8.49,4,139,3,TV,12,Finished Airing,"Oct 5, 2015 to Dec 21, 2015","TV Tokyo,       Bandai Visual,       Lantis,       Asatsu DK,       Banpresto,       Good Smile Company,       Shueisha,       JR East Marketing & Communications",VIZ Media,Madhouse,Web manga,"Action, Comedy","Adult Cast, Parody, Super Power",24 min. per ep.,R - 17+ (violence & profanity),"64,630",Fall 2015,Mondays at 01:05 (JST),Seinen
Uchuu Kyoudai,Space Brothers,8.49,1233,136,195,TV,99,Finished Airing,"Apr 1, 2012 to Mar 22, 2014","Yomiuri Telecasting,       Trinity Sound",Sentai Filmworks,A-1 Pictures,Manga,Comedy,"Adult Cast, Space, Workplace",24 min. per ep.,PG-13 - Teens 13 or older,"3,852",Spring 2012,Sundays at 07:00 (JST),Seinen
Pluto,,8.49,1463,140,162,ONA,8,Finished Airing,"Oct 26, 2023","Genco,       Tezuka Productions,       NetEase","None found, add some",Studio M2,Manga,"Action, Mystery, Sci-Fi, Suspense","Detective, Psychological",1 hr. 1 min. per ep.,PG-13 - Teens 13 or older,"2,041",,,Seinen
Yakusoku no Neverland,The Promised Neverland,8.49,38,137,1,TV,12,Finished Airing,"Jan 10, 2019 to Mar 29, 2019","Aniplex,       Dentsu,       Fuji TV,       Shueisha,       CA-Cygames Anime Fund",Aniplex of America,CloverWorks,Manga,"Fantasy, Mystery, Sci-Fi, Suspense","Psychological, Survival",22 min. per ep.,R - 17+ (violence & profanity),"32,465",Winter 2019,Fridays at 00:55 (JST),Shounen
Summertime Render,Summer Time Rendering,8.48,419,143,535,TV,25,Finished Airing,"Apr 15, 2022 to Sep 30, 2022","Shogakukan-Shueisha Productions,       Movic,       MAGES.,       Tokyo MX,       Shueisha,       Toy's Factory,       Bandai Spirits","None found, add some",OLM,Manga,"Mystery, Supernatural, Suspense",Time Travel,23 min. per ep.,R - 17+ (violence & profanity),"9,052",Spring 2022,Fridays at 00:00 (JST),Shounen
Ansatsu Kyoushitsu 2nd Season,Assassination Classroom Second Season,8.48,85,144,1,TV,25,Finished Airing,"Jan 8, 2016 to Jul 1, 2016","Dentsu,       Studio Hibari,       Fuji TV,       DAX Production,       Avex Pictures,       Shueisha,       Kansai Telecasting",Funimation,Lerche,Manga,"Action, Comedy",School,23 min. per ep.,PG-13 - Teens 13 or older,"17,667",Winter 2016,Fridays at 01:25 (JST),Shounen
Aria the Origination,,8.48,1734,145,130,TV,13,Finished Airing,"Jan 8, 2008 to Apr 1, 2008","Production I.G,       TV Tokyo,       Media Factory,       Shochiku,       Mag Garden",Nozomi Entertainment,HAL Film Maker,Manga,"Fantasy, Sci-Fi, Slice of Life",Iyashikei,24 min. per ep.,G - All Ages,"4,154",Winter 2008,Tuesdays at 02:00 (JST),Shounen
Fate/stay night Movie: Heaven's Feel - II. Lost Butterfly,Fate/stay night: Heaven's Feel - II. Lost Butterfly,8.48,597,146,391,Movie,1,Finished Airing,"Jan 12, 2019","Aniplex,       Notes,       Kadokawa",Aniplex of America,ufotable,Visual novel,"Action, Fantasy, Supernatural",,1 hr. 57 min.,R - 17+ (violence & profanity),"3,476",,,
Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari,Puella Magi Madoka Magica the Movie: Rebellion,8.48,614,142,382,Movie,1,Finished Airing,"Oct 26, 2013","Aniplex,       Mainichi Broadcasting System,       Movic,       Nitroplus,       Houbunsha",Aniplex of America,Shaft,Original,"Award Winning, Drama, Fantasy, Suspense","Mahou Shoujo, Psychological",1 hr. 56 min.,PG-13 - Teens 13 or older,"8,887",,,
Kono Subarashii Sekai ni Shukufuku wo! 3,KonoSuba: God's Blessing on This Wonderful World! 3,8.48,653,141,362,TV,11,Currently Airing,"Apr 10, 2024 to Jun 19, 2024","Half H.P Studio,       Nippon Columbia,       81 Produce,       Sammy,       Kadokawa","None found, add some",Drive,Light novel,"Adventure, Comedy, Fantasy","Isekai, Parody",23 min. per ep.,PG-13 - Teens 13 or older,"4,377",Spring 2024,Wednesdays at 23:30 (JST),
Rainbow: Nisha Rokubou no Shichinin,Rainbow,8.47,585,148,397,TV,26,Finished Airing,"Apr 7, 2010 to Sep 29, 2010","VAP,       Nippon Television Network","Funimation,       Discotek Media",Madhouse,Manga,"Drama, Suspense","Delinquents, Historical",22 min. per ep.,R - 17+ (violence & profanity),"8,435",Spring 2010,Wednesdays at 00:59 (JST),Seinen
Banana Fish,,8.47,201,147,869,TV,24,Finished Airing,"Jul 6, 2018 to Dec 21, 2018","Aniplex,       Dentsu,       Movic,       Fuji TV,       Shogakukan","None found, add some",MAPPA,Manga,"Action, Adventure, Drama, Suspense","Delinquents, Organized Crime, Psychological",22 min. per ep.,R - 17+ (violence & profanity),"30,335",Summer 2018,Fridays at 00:55 (JST),Shoujo
Chihayafuru 3,,8.46,1619,154,142,TV,24,Finished Airing,"Oct 23, 2019 to Mar 25, 2020","Kodansha,       Nippon Television Network,       TC Entertainment,       Nippon Television Music,       FBC",Sentai Filmworks,Madhouse,Manga,"Drama, Sports","Love Polygon, School, Strategy Game",22 min. per ep.,PG-13 - Teens 13 or older,"1,561",Fall 2019,Wednesdays at 01:29 (JST),Josei
Gintama: The Semi-Final,,8.46,2442,155,78,Special,2,Finished Airing,"Jan 15, 2021 to Jan 20, 2021","None found, add some","None found, add some",Bandai Namco Pictures,Manga,"Action, Comedy","Gag Humor, Historical, Parody, Samurai",24 min. per ep.,PG-13 - Teens 13 or older,252,,,Shounen
Yuu☆Yuu☆Hakusho,Yu Yu Hakusho: Ghost Files,8.46,290,156,694,TV,112,Finished Airing,"Oct 10, 1992 to Jan 7, 1995","Yomiko Advertising,       Fuji TV",Funimation,Pierrot,Manga,"Action, Fantasy","Martial Arts, Mythology",23 min. per ep.,PG-13 - Teens 13 or older,"23,045",Fall 1992,Unknown,Shounen
Karakai Jouzu no Takagi-san Movie,Teasing Master Takagi-san: The Movie,8.46,2498,149,75,Movie,1,Finished Airing,"Jun 10, 2022",TOHO animation,Sentai Filmworks,Shin-Ei Animation,Manga,,"Romantic Subtext, School",1 hr. 13 min.,PG-13 - Teens 13 or older,715,,,Shounen
Mo Dao Zu Shi,The Founder of Diabolism,8.46,1054,151,232,ONA,15,Finished Airing,"Jul 9, 2018 to Oct 6, 2018","Aniplex,       Tencent Penguin Pictures","None found, add some",B.CMAY PICTURES,Web novel,"Action, Adventure, Drama, Fantasy, Mystery","Historical, Mythology, Reincarnation",25 min. per ep.,R - 17+ (violence & profanity),"6,798",,,
Kimetsu no Yaiba,Demon Slayer: Kimetsu no Yaiba,8.46,6,150,3,TV,26,Finished Airing,"Apr 6, 2019 to Sep 28, 2019","Aniplex,       Shueisha",Aniplex of America,ufotable,Manga,"Action, Award Winning, Fantasy",Historical,23 min. per ep.,R - 17+ (violence & profanity),"90,865",Spring 2019,Saturdays at 23:30 (JST),Shounen
Mo Dao Zu Shi: Xian Yun Pian,The Founder of Diabolism Season 2,8.46,2009,152,106,ONA,8,Finished Airing,"Aug 3, 2019 to Sep 21, 2019",Tencent Penguin Pictures,"None found, add some",B.CMAY PICTURES,Web novel,"Action, Adventure, Drama, Fantasy, Mystery","Historical, Mythology, Reincarnation",24 min. per ep.,R - 17+ (violence & profanity),"1,238",,,
Owarimonogatari,,8.45,475,158,479,TV,12,Finished Airing,"Oct 4, 2015 to Dec 20, 2015",Aniplex,Aniplex of America,Shaft,Light novel,"Comedy, Mystery, Supernatural",Vampire,26 min. per ep.,R - 17+ (violence & profanity),"2,890",Fall 2015,Sundays at 00:00 (JST),
Bungou Stray Dogs 4th Season,Bungo Stray Dogs 4,8.45,843,159,291,TV,13,Finished Airing,"Jan 4, 2023 to Mar 29, 2023","WOWOW,       Lantis,       Movic,       Glovision,       Crunchyroll,       Kadokawa,       Sony Music Solutions,       Bandai Namco Music Live","None found, add some",Bones,Manga,"Action, Mystery, Supernatural","Adult Cast, Detective, Organized Crime, Super Power",23 min. per ep.,R - 17+ (violence & profanity),"3,235",Winter 2023,Wednesdays at 23:00 (JST),Seinen
Nichijou,Nichijou - My Ordinary Life,8.46,191,153,901,TV,26,Finished Airing,"Apr 3, 2011 to Sep 25, 2011","Lantis,       Kadokawa Shoten,       Movic,       Rakuonsha,       Kadokawa Pictures Japan,       KlockWorx,       Animation Do","Funimation,       Bandai Entertainment",Kyoto Animation,Manga,Comedy,"Gag Humor, School",23 min. per ep.,PG-13 - Teens 13 or older,"23,901",Spring 2011,Sundays at 02:20 (JST),Shounen
Zoku Owarimonogatari,,8.44,1074,163,227,TV,6,Finished Airing,"May 19, 2019 to Jun 23, 2019","Aniplex,       Kodansha",Aniplex of America,Shaft,Light novel,"Comedy, Mystery, Supernatural",Vampire,28 min. per ep.,R - 17+ (violence & profanity),987,Spring 2019,Sundays at 00:00 (JST),
Steins;Gate Movie: Fuka Ryouiki no Déjà vu,Steins;Gate: The Movie - Load Region of Déjà Vu,8.45,367,157,597,Movie,1,Finished Airing,"Apr 20, 2013","Frontier Works,       Media Factory,       Movic,       AT-X,       Kadokawa Pictures Japan,       MAGES.,       Cinema Sunshine",Funimation,White Fox,Visual novel,"Drama, Sci-Fi",,1 hr. 30 min.,PG-13 - Teens 13 or older,"2,649",,,
Jujutsu Kaisen 0 Movie,Jujutsu Kaisen 0,8.44,163,164,966,Movie,1,Finished Airing,"Dec 24, 2021","Mainichi Broadcasting System,       TOHO animation,       Shueisha,       Sumzap",Crunchyroll,MAPPA,Manga,"Action, Fantasy",School,1 hr. 44 min.,R - 17+ (violence & profanity),"10,173",,,Shounen
Golden Kamuy 3rd Season,Golden Kamuy Season 3,8.44,1387,160,171,TV,12,Finished Airing,"Oct 5, 2020 to Dec 21, 2020","Magic Capsule,       NBCUniversal Entertainment Japan,       Twin Engine",Funimation,Geno Studio,Manga,"Action, Adventure","Adult Cast, Historical, Military",23 min. per ep.,R - 17+ (violence & profanity),"1,474",Fall 2020,Mondays at 23:00 (JST),Seinen
Haikyuu!!,Haikyu!!,8.44,37,161,1,TV,25,Finished Airing,"Apr 6, 2014 to Sep 21, 2014","Dentsu,       Mainichi Broadcasting System,       Movic,       TOHO animation,       Shueisha,       Spacey Music Entertainment",Sentai Filmworks,Production I.G,Manga,Sports,"School, Team Sports",24 min. per ep.,PG-13 - Teens 13 or older,"73,868",Spring 2014,Sundays at 17:00 (JST),Shounen
JoJo no Kimyou na Bouken Part 3: Stardust Crusaders 2nd Season,JoJo's Bizarre Adventure: Stardust Crusaders - Battle in Egypt,8.44,133,162,1,TV,24,Finished Airing,"Jan 10, 2015 to Jun 20, 2015","Yomiko Advertising,       Warner Bros. Japan,       KlockWorx,       Medicos Entertainment,       Shueisha",VIZ Media,David Production,Manga,"Action, Adventure, Supernatural",,23 min. per ep.,R - 17+ (violence & profanity),"20,748",Winter 2015,Saturdays at 00:30 (JST),Shounen
Gintama: Yorinuki Gintama-san on Theater 2D,,8.43,3343,168,44,Movie,2,Finished Airing,"Aug 26, 2012","None found, add some","None found, add some",Sunrise,Manga,"Action, Comedy, Sci-Fi","Gag Humor, Historical, Parody, Samurai",1 hr. 36 min. per ep.,PG-13 - Teens 13 or older,45,,,Shounen
Grand Blue,Grand Blue Dreaming,8.43,244,169,785,TV,12,Finished Airing,"Jul 14, 2018 to Sep 29, 2018","Mainichi Broadcasting System,       Kodansha,       NBCUniversal Entertainment Japan,       Avex Pictures,       Q-Tec,       JR East Marketing & Communications,       GYAO!","None found, add some",Zero-G,Manga,Comedy,Adult Cast,24 min. per ep.,PG-13 - Teens 13 or older,"19,781",Summer 2018,Saturdays at 02:55 (JST),Seinen
Wu Liuqi: Xuanwu Guo Pian,Scissor Seven (2021),8.43,2747,170,64,ONA,10,Finished Airing,"Jan 21, 2021 to May 5, 2021",AHA Entertainment,"None found, add some",Sharefun Studio,Original,"Action, Adventure, Comedy, Drama, Mystery","Martial Arts, Super Power",16 min. per ep.,R - 17+ (violence & profanity),809,,,
Mushishi Zoku Shou: Odoro no Michi,Mushi-shi Path of Thorns,8.43,2064,166,102,TV Special,1,Finished Airing,"Aug 20, 2014","Aniplex,       Kodansha,       Delfi Sound",Aniplex of America,Artland,Manga,"Adventure, Mystery, Slice of Life, Supernatural","Adult Cast, Historical, Iyashikei",47 min.,PG-13 - Teens 13 or older,122,,,Seinen
Kono Subarashii Sekai ni Shukufuku wo! Movie: Kurenai Densetsu,KonoSuba: God's Blessing on This Wonderful World! - Legend of Crimson,8.43,243,165,788,Movie,1,Finished Airing,"Aug 30, 2019","Half H.P Studio,       Nippon Columbia,       Toranoana,       MAGES.,       81 Produce,       Sammy,       Kadokawa Media House,       Kadokawa,       Sony Music Solutions","None found, add some",J.C.Staff,Light novel,"Adventure, Comedy, Fantasy","Isekai, Parody",1 hr. 30 min.,PG-13 - Teens 13 or older,"4,900",,,
Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season Part 2,Re:ZERO -Starting Life in Another World- Season 2 Part 2,8.43,192,167,895,TV,12,Finished Airing,"Jan 6, 2021 to Mar 24, 2021","AT-X,       Memory-Tech,       Hakuhodo DY Music & Pictures,       Kadokawa Media House,       Kadokawa","None found, add some",White Fox,Light novel,"Drama, Fantasy, Suspense","Isekai, Psychological, Time Travel",29 min. per ep.,R - 17+ (violence & profanity),"12,508",Winter 2021,Wednesdays at 22:30 (JST),
