Name,English_title,Score,Popularity,Rank,Members,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Duration,Rating,Favorites,Themes,Demographics
Fire Emblem Heroes: Chibi Playhouse,,6.02,15303,9409,615,ONA,3,Finished Airing,"Jul 7, 2021 to Jul 3, 2022",,,Nintendo,"None found, add some",Volca,Game,"Comedy, Fantasy",4 min. per ep.,G - All Ages,2,Parody,
Flowering Heart,,6.02,8281,9410,5,TV,26,Finished Airing,"Feb 29, 2016 to May 24, 2016",Winter 2016,Mondays at 18:05 (JST),"EBS,       Iconix Entertainment","None found, add some","Bridge,       DR Movie",Original,,13 min. per ep.,PG - Children,21,,Kids
Flowering Heart 2,,6.02,11494,9411,1,TV,26,Finished Airing,"May 29, 2017 to Nov 21, 2017",Spring 2017,Mondays at 08:30 (JST),"EBS,       Iconix Entertainment","None found, add some","None found, add some",Original,,11 min. per ep.,G - All Ages,10,,Kids
Girlfriend (Note),Girl Friend Note,6.02,9284,9412,3,ONA,3,Finished Airing,"Oct 22, 2016 to Nov 5, 2016",,,"None found, add some","None found, add some",Encourage Films,Game,,11 min. per ep.,G - All Ages,0,"Music, School",
Hakushon Daimaou,Bob in the Bottle,6.02,10607,9413,2,TV,52,Finished Airing,"Oct 5, 1969 to Sep 27, 1970",Fall 1969,Unknown,"None found, add some",Saban Entertainment,Tatsunoko Production,Original,"Comedy, Fantasy",24 min. per ep.,G - All Ages,1,,
Hanakappa,,6.02,13787,9414,952,TV,Unknown,Currently Airing,"Mar 29, 2010 to ?",Spring 2010,Not scheduled once per week,"Group TAC,       TOHO animation","None found, add some","Xebec,       OLM",Picture book,Comedy,10 min.,PG - Children,0,,Kids
Haru wo Irodoru,,6.02,15926,9415,531,Movie,1,Finished Airing,2015,,,Kobe Design University,"None found, add some","None found, add some",Original,"Drama, Supernatural",6 min.,G - All Ages,4,,
Inferno Cop Specials,,6.02,8507,9416,5,Special,3,Finished Airing,"Jun 13, 2015 to Jul 2, 2017",,,"None found, add some","None found, add some",Trigger,Original,"Action, Comedy",2 min. per ep.,PG-13 - Teens 13 or older,3,,
Kaijuu Girls: Ultra Kaijuu Gijinka Keikaku 2nd Season,,6.02,8357,9417,5,TV,12,Finished Airing,"Jan 9, 2018 to Mar 27, 2018",Winter 2018,Tuesdays at 21:54 (JST),"Pony Canyon,       Tsuburaya Productions,       Docomo Anime Store,       Medicrie","None found, add some",Studio PuYUKAI,Original,"Comedy, Fantasy",3 min. per ep.,G - All Ages,5,Parody,
Kakutou Ryouri Densetsu Bistro Recipe,Fighting Foodons,6.02,8246,9418,5,TV,26,Finished Airing,"Dec 11, 2001 to Jun 25, 2002",Winter 2002,Unknown,Kodansha,"4Kids Entertainment,       Enoki Films,       Discotek Media",Group TAC,Game,"Adventure, Comedy, Fantasy, Gourmet",25 min. per ep.,G - All Ages,12,Strategy Game,Shounen
Kinnikuman: Haresugata! Seigi Choujin,,6.02,12857,9419,1,Movie,1,Finished Airing,21-Dec-85,,,"None found, add some","None found, add some",Toei Animation,Manga,"Comedy, Sports",1 hr.,PG-13 - Teens 13 or older,1,Combat Sports,Shounen
Kosuke-sama Rikimaru-sama: Konpeitou no Ryuu,,6.02,11702,9420,1,OVA,1,Finished Airing,23-Sep-88,,,Shueisha,"None found, add some",J.C.Staff,Original,"Action, Adventure",47 min.,G - All Ages,1,Super Power,
Machikado Mazoku: 2-choume Mini,,6.02,12468,9421,1,ONA,25,Finished Airing,"Feb 14, 2022 to Oct 5, 2022",,,"None found, add some","None found, add some",AQUA ARIS,4-koma manga,Comedy,1 min. per ep.,PG-13 - Teens 13 or older,2,,
Mahou Gakuen Lunar! Aoi Ryuu no Himitsu,,6.02,11720,9422,1,Movie,1,Finished Airing,15-Mar-97,,,"None found, add some","None found, add some",J.C.Staff,Game,"Comedy, Fantasy",10 min.,G - All Ages,3,,
Märchen Mädchen Specials,Maerchen Maedchen,6.02,7789,9423,6,Special,2,Finished Airing,25-Apr-19,,,"None found, add some","None found, add some",Hoods Entertainment,Light novel,Fantasy,23 min. per ep.,PG-13 - Teens 13 or older,2,"Isekai, School",
Memory,,6.02,9808,9424,3,Movie,1,Finished Airing,21-Sep-64,,,Mushi Production,"None found, add some","None found, add some",Original,"Avant Garde, Comedy, Drama, Mystery",5 min.,PG-13 - Teens 13 or older,0,,
Mini Van Large,mini vanguard Large,6.02,14618,9425,742,ONA,26,Finished Airing,"Jun 7, 2021 to May 4, 2022",,,"Half H.P Studio,       Bushiroad","None found, add some",OLM,Original,Comedy,3 min. per ep.,PG-13 - Teens 13 or older,0,"Parody, Strategy Game",
Miyako,,6.02,15526,9426,580,ONA,1,Finished Airing,30-Sep-12,,,"None found, add some","None found, add some","None found, add some",Other,,3 min.,PG-13 - Teens 13 or older,1,Psychological,
Mou Hitotsu no Mirai wo.,A.U.F.L. : au Unlimited Future Laboratory,6.02,6358,9427,10,ONA,3,Finished Airing,"Dec 11, 2013 to Mar 13, 2014",,,"None found, add some","None found, add some","Production I.G,       Steve N' Steven",Original,Sci-Fi,7 min. per ep.,PG-13 - Teens 13 or older,3,,
Nine: Kanketsu-hen,,6.02,13357,9428,1,TV Special,1,Finished Airing,05-Sep-84,,,Fuji TV,"None found, add some",Group TAC,Manga,"Romance, Sports",1 hr. 13 min.,PG-13 - Teens 13 or older,0,"School, Team Sports",Shounen
Play Ball 2nd,,6.02,14139,9429,861,TV,13,Finished Airing,"Jan 10, 2006 to Mar 28, 2006",Winter 2006,Unknown,"None found, add some","None found, add some",Eiken,Unknown,Sports,24 min. per ep.,G - All Ages,1,Team Sports,Shounen
Puttsun Make Love,,6.02,14535,9430,763,OVA,6,Finished Airing,"Aug 14, 1987 to Jun 24, 1988",,,"Toei Video,       Agent 21","None found, add some","None found, add some",Manga,"Comedy, Romance, Ecchi",25 min. per ep.,R+ - Mild Nudity,0,,
Revisions,,6.02,2723,9431,65,TV,12,Finished Airing,"Jan 10, 2019 to Mar 28, 2019",Winter 2019,Thursdays at 00:55 (JST),"Fuji TV,       Slow Curve",Sentai Filmworks,Shirogumi,Original,"Action, Sci-Fi",22 min. per ep.,PG-13 - Teens 13 or older,80,Mecha,
Kaze no You ni,,6.01,11890,9432,1,Movie,1,Finished Airing,09-Jul-16,,,Grooove,"None found, add some",Ekura Animal,Manga,"Drama, Slice of Life",43 min.,PG - Children,0,,
Ken En Ken: Aoki Kagayaki,Xuan Yuan Sword Luminary,6.01,5146,9433,17,TV,13,Finished Airing,"Oct 2, 2018 to Dec 25, 2018",Fall 2018,Tuesdays at 02:05 (JST),"TV Tokyo,       Ai Addiction","None found, add some",Studio Deen,Game,"Action, Adventure, Fantasy",24 min. per ep.,PG-13 - Teens 13 or older,22,"Martial Arts, Mythology",
Koguma no Misha,,6.01,13678,9434,982,TV,26,Finished Airing,"Oct 6, 1979 to Apr 5, 1980",Fall 1979,Unknown,"None found, add some","None found, add some",Nippon Animation,Original,"Adventure, Comedy, Drama",24 min. per ep.,PG - Children,2,,Kids
Kouryuu Densetsu Villgust,,6.01,10436,9435,2,OVA,2,Finished Airing,"Jan 21, 1993 to Mar 22, 1993",,,"Bandai Visual,       Movic,       Imagine","None found, add some",animate Film,Game,"Action, Adventure, Comedy, Fantasy, Romance",28 min. per ep.,PG-13 - Teens 13 or older,4,,
Machikado no Märchen,,6.01,10860,9436,2,OVA,1,Finished Airing,21-Jul-84,,,Kitty Films,"None found, add some",Kitty Film Mitaka Studio,Original,Romance,54 min.,PG-13 - Teens 13 or older,7,Music,
MahoYome: Aisatsu,MahoYome: Greeting,6.01,6471,9437,9,ONA,1,Finished Airing,03-Oct-17,,,"None found, add some","None found, add some","W-Toon Studio,       DMM.futureworks",Manga,,46 sec.,G - All Ages,4,Parody,
Maze☆Bakunetsu Jikuu,Maze: The Mega-Burst Space OVA,6.01,9183,9438,4,OVA,2,Finished Airing,"Jul 24, 1996 to Sep 21, 1996",,,Kadokawa Shoten,Central Park Media,J.C.Staff,Manga,"Adventure, Comedy, Fantasy",30 min. per ep.,R+ - Mild Nudity,3,"Magical Sex Shift, Mecha",Shounen
Mini Hama: Minimum Hamatora Movies,,6.01,10028,9439,3,Movie,2,Finished Airing,14-Nov-15,,,"None found, add some","None found, add some",Lerche,Mixed media,"Comedy, Mystery",5 min. per ep.,PG-13 - Teens 13 or older,2,"School, Super Power",
Nine: Original-ban,,6.01,12664,9440,1,Movie,1,Finished Airing,16-Sep-83,,,Fuji TV,"None found, add some",Group TAC,Manga,"Romance, Sports",1 hr. 10 min.,PG-13 - Teens 13 or older,0,"School, Team Sports",Shounen
Nippon-ichi no Otoko no Tamashii,,6.01,11940,9441,1,TV,16,Finished Airing,"Jan 5, 1999 to Jan 29, 1999",Winter 1999,Unknown,"None found, add some","None found, add some",Studio Deen,Manga,"Comedy, Romance",7 min. per ep.,R+ - Mild Nudity,4,,
Osomatsu-san: Haru no Zenkoku Dai Senbatsu Jouei-sai - Sentou Quiz 2,,6.01,12015,9442,1,Movie,1,Finished Airing,06-Apr-17,,,Avex Pictures,"None found, add some",Pierrot,Manga,Comedy,Unknown,R - 17+ (violence & profanity),2,Parody,
Otogi Manga Calendar,,6.01,14276,9443,826,TV,312,Finished Airing,"Jun 25, 1962 to Jun 25, 1964",Summer 1962,Not scheduled once per week,"TBS,       Otogi Production","None found, add some","None found, add some",Original,,5 min. per ep.,G - All Ages,6,Historical,
Personal Computer Travel Tanteidan,Superbook 2,6.01,12627,9444,1,TV,26,Finished Airing,"Apr 4, 1983 to Sep 26, 1983",Spring 1983,Unknown,"None found, add some","None found, add some",Tatsunoko Production,Original,"Adventure, Sci-Fi",24 min. per ep.,PG - Children,3,Historical,Kids
Puchitto Gargantia: Marumaru no Gargantia,,6.01,9805,9445,3,Special,1,Finished Airing,25-Sep-13,,,"None found, add some",VIZ Media,Production I.G,Original,"Comedy, Sci-Fi",4 min.,PG-13 - Teens 13 or older,0,Mecha,
Ring ni Kakero 1 Pilot,,6.01,15745,9446,551,OVA,1,Finished Airing,2004,,,Shueisha,"None found, add some",Toei Animation,Manga,Sports,5 min.,PG-13 - Teens 13 or older,1,Combat Sports,Shounen
Santa Company: Christmas no Himitsu,,6.01,12572,9447,1,Movie,1,Finished Airing,29-Nov-19,,,"None found, add some","None found, add some",Asahi Production,Original,Fantasy,1 hr. 5 min.,PG - Children,0,,
Shake-chan,,6.01,11585,9448,1,ONA,1,Finished Airing,09-Mar-12,,,"None found, add some","None found, add some","None found, add some",Original,Comedy,5 min.,PG-13 - Teens 13 or older,7,,
Shi Wan Ge Leng Xiaohua 2nd Season,,6.01,16003,9449,522,ONA,13,Finished Airing,"Dec 31, 2013 to Dec 30, 2014",,,Yaoqi,"None found, add some",L²Studio,Web manga,Comedy,10 min. per ep.,PG-13 - Teens 13 or older,0,Parody,
Shinkansen Henkei Robo Shinkalion,Shinkalion,6.01,13824,9450,943,ONA,11,Finished Airing,"Mar 16, 2015 to May 31, 2017",,,"None found, add some","None found, add some","None found, add some",Other,,1 min. per ep.,G - All Ages,1,Mecha,Kids
Shinshaku Sengoku Eiyuu Densetsu: Sanada Juu Yuushi The Animation,,6.01,11645,9451,1,TV,12,Finished Airing,"May 7, 2005 to Jul 23, 2005",Spring 2005,Saturdays at 19:00 (JST),"G&G Entertainment,       T.P.O","None found, add some","Group TAC,       G&G Direction",Original,"Action, Comedy",26 min. per ep.,PG-13 - Teens 13 or older,2,"Historical, Military, Samurai",
Sore Ike! Anpanman: Baikinman to 3-bai Punch,,6.01,16926,9452,429,Movie,1,Finished Airing,13-Jul-96,,,Tokyo Movie Shinsha,"None found, add some","None found, add some",Unknown,"Comedy, Fantasy",30 min.,PG - Children,0,,Kids
Space Bug,The Journey Home,6.01,14119,9453,867,TV,26,Finished Airing,"Jul 8, 2018 to Jan 6, 2019",Summer 2018,Sundays at 10:30 (JST),TMS Entertainment,"None found, add some","Studio W.Baba,       P.I.C.S.",Original,Adventure,23 min. per ep.,PG - Children,4,Space,
Street Fighter IV: Aftermath,,6.01,14181,9454,850,Special,4,Finished Airing,2008 to 2009,,,Capcom,"None found, add some",Studio 4°C,Game,Action,4 min. per ep.,PG-13 - Teens 13 or older,0,Martial Arts,
Super Doll Licca-chan: Licca-chan Zettai Zetsumei! Doll Knights no Kiseki,,6.01,13915,9455,914,Movie,1,Finished Airing,31-Jul-99,,,"None found, add some","None found, add some",Madhouse,Original,"Action, Adventure, Fantasy",30 min.,G - All Ages,1,Super Power,
The Five Killers,,6.01,13267,9456,1,ONA,1,Finished Airing,2007,,,"None found, add some","None found, add some",Gonzo,Original,Action,1 min.,PG-13 - Teens 13 or older,2,,
Weiß Survive R,,6.01,6045,9457,11,TV,12,Finished Airing,"Dec 5, 2009 to Mar 27, 2010",Winter 2010,Saturdays at 01:25 (JST),TBS,"None found, add some",Studio Hibari,Card game,"Comedy, Ecchi",2 min. per ep.,PG-13 - Teens 13 or older,4,Strategy Game,
Youkai Watch Movie 6: Youkai Gakuen Y - Neko wa Hero ni Nareru ka,,6.01,12808,9458,1,Movie,1,Finished Airing,13-Dec-19,,,"None found, add some","None found, add some",OLM,Game,"Comedy, Supernatural",1 hr. 39 min.,PG - Children,1,"Mythology, School",Kids
Yume Kakeru Kougen: Kiyosato no Chichi Paul Rusch,Paul Rusch: His Life and Dream,6.01,15251,9459,623,Movie,1,Finished Airing,19-Oct-02,,,"None found, add some","None found, add some",Magic Bus,Other,,1 hr. 37 min.,G - All Ages,0,Historical,
Apfelland Monogatari,Appleland Story,6.01,10439,9460,2,OVA,1,Finished Airing,10-Oct-92,,,"None found, add some","None found, add some",J.C.Staff,Novel,"Adventure, Drama",1 hr. 27 min.,PG-13 - Teens 13 or older,2,Historical,
Arad: Gyakuten no Wa,,6.01,10746,9461,2,TV,13,Finished Airing,"Jul 4, 2020 to Sep 26, 2020",Summer 2020,Unknown,"Tencent Animation & Comics,       Tencent Games,       Friendly Land,       Stray Cats","None found, add some",LIDENFILMS,Game,"Action, Adventure, Comedy, Fantasy",24 min. per ep.,PG-13 - Teens 13 or older,12,,
Choujin Locke: Lord Leon,Locke the Superman: Lord Leon,6.01,11577,9462,1,OVA,3,Finished Airing,"Oct 25, 1989 to Dec 16, 1989",,,"None found, add some","None found, add some",Nippon Animation,Manga,"Action, Sci-Fi",29 min. per ep.,PG-13 - Teens 13 or older,2,Super Power,
Collar x Malice Movie: Deep Cover,,6.01,6272,9463,10,Movie,2,Finished Airing,"May 26, 2023 to Jun 23, 2023",,,"Studio Mausu,       Avex Pictures","None found, add some",Studio Deen,Visual novel,"Mystery, Romance, Suspense",55 min. per ep.,PG-13 - Teens 13 or older,47,"Detective, Reverse Harem",Josei
Darkside Blues,,6.01,6158,9464,11,Movie,1,Finished Airing,08-Oct-94,,,Akita Shoten,"None found, add some",J.C.Staff,Manga,"Horror, Mystery, Sci-Fi",1 hr. 23 min.,R+ - Mild Nudity,26,Psychological,
Digimon Savers 3D: Digital World Kiki Ippatsu!,,6.01,7612,9465,6,Movie,1,Finished Airing,08-Jul-06,,,"None found, add some","None found, add some",Toei Animation,Original,"Action, Adventure, Fantasy, Supernatural",7 min.,PG - Children,2,,Kids
Earthian,,6.01,6148,9466,11,OVA,4,Finished Airing,"Jul 26, 1989 to Dec 21, 1996",,,Youmex,Media Blasters,J.C.Staff,Manga,"Boys Love, Drama",35 min. per ep.,R - 17+ (violence & profanity),24,,Shoujo
Fukuyama Gekijou: Natsu no Himitsu,,6.01,14923,9467,677,OVA,1,Finished Airing,27-Sep-90,,,"None found, add some","None found, add some","Mook Animation,       Urban Product",4-koma manga,Fantasy,55 min.,G - All Ages,0,Music,Kids
Game Center Arashi,,6.01,13158,9468,1,TV,26,Finished Airing,"May 4, 1982 to Sep 27, 1982",Spring 1982,Unknown,Studio Jack,"None found, add some",Shin-Ei Animation,Manga,Comedy,24 min. per ep.,PG-13 - Teens 13 or older,3,Video Game,Kids
Gegege no Kitarou: Youkai Tokkyuu! Maboroshi no Kisha,,6.01,13286,9469,1,Movie,1,Finished Airing,12-Jul-97,,,"None found, add some","None found, add some",Toei Animation,Unknown,"Adventure, Comedy, Fantasy, Horror, Supernatural",23 min.,G - All Ages,0,,
Ginga Ojousama Densetsu Yuna: Kanashimi no Siren,Galaxy Fraulein Yuna,6.01,8466,9470,5,OVA,2,Finished Airing,"Sep 21, 1995 to Nov 22, 1995",,,"Starchild Records,       animate Film,       Movic",ADV Films,J.C.Staff,Visual novel,"Action, Adventure, Comedy, Sci-Fi",28 min. per ep.,PG-13 - Teens 13 or older,5,"Mahou Shoujo, Mecha",
Great Mazinger tai Getter Robo,,6.01,10181,9471,2,Movie,1,Finished Airing,21-Mar-75,,,Dynamic Planning,"None found, add some",Toei Animation,Manga,"Action, Sci-Fi",30 min.,PG-13 - Teens 13 or older,4,Mecha,
Guomin Laogong Dai Huijia,,6.01,4707,9472,21,ONA,12,Finished Airing,"Oct 3, 2016 to Dec 12, 2016",,,"bilibili,       Tencent Penguin Pictures,       China Literature Limited","None found, add some",B.CMAY PICTURES,Novel,"Drama, Romance",11 min. per ep.,PG-13 - Teens 13 or older,76,School,
Guomin Laogong Dai Huijia 3rd Season,,6.01,8524,9473,5,ONA,12,Finished Airing,"Oct 25, 2017 to Jan 10, 2018",,,"Tencent Penguin Pictures,       China Literature Limited","None found, add some",Wawayu Animation,Novel,"Drama, Romance",12 min. per ep.,PG-13 - Teens 13 or older,9,,
Hangyakusei Million Arthur,Operation Han-Gyaku-Sei Million Arthur,6.01,3520,9474,40,TV,10,Finished Airing,"Oct 25, 2018 to Dec 27, 2018",Fall 2018,Thursdays at 22:00 (JST),"Square Enix,       Sotsu,       Genco,       Lantis,       Magic Capsule,       Fields,       bilibili,       Bandai Namco Arts,       Happinet","None found, add some",J.C.Staff,Game,"Action, Adventure, Fantasy",24 min. per ep.,PG-13 - Teens 13 or older,53,,
Hello Kitty no Mahou no Ringo,Hello Kitty in The Magic Apple,6.01,15605,9475,569,OVA,1,Finished Airing,21-Sep-92,,,Sanrio,"None found, add some","None found, add some",Unknown,Fantasy,25 min.,G - All Ages,0,,Kids
Hipira-kun,,6.01,9658,9476,3,TV,10,Finished Airing,"Dec 21, 2009 to Dec 25, 2009",Fall 2009,Unknown,"None found, add some","None found, add some",Sunrise,Picture book,"Comedy, Fantasy, Supernatural",5 min. per ep.,PG - Children,1,Vampire,Kids
Huan Jing Nuo De Lin,Beyond the Worlds,6.01,16638,9477,455,ONA,1,Finished Airing,28-Apr-17,,,"None found, add some","None found, add some",YHKT Entertainment,Original,"Action, Fantasy",33 min.,R - 17+ (violence & profanity),1,Mecha,
Anata no France wa Donna Tokoro?,,6,16614,9478,457,ONA,1,Finished Airing,18-Jul-22,,,"None found, add some","None found, add some",Studio Daisy,Original,Slice of Life,2 min.,G - All Ages,0,,
Attack No.1: Namida no Fushichou,,6,13480,9479,1,Movie,1,Finished Airing,17-Mar-71,,,Tokyo Movie Shinsha,"None found, add some","None found, add some",Unknown,"Drama, Sports",1 hr.,PG-13 - Teens 13 or older,1,Team Sports,Shoujo
Bakabon Osomatsu no Karee wo Tazunete Sansenri,,6,14713,9480,716,TV Special,1,Finished Airing,19-Oct-91,,,"None found, add some","None found, add some",Pierrot,Original,Comedy,44 min.,PG-13 - Teens 13 or older,0,,
Balala Xiao Mo Xian Zhi: Feiyue Cai Ling Bao,Balala the Faries: Over the Rainbow,6,13339,9481,1,TV,26,Finished Airing,"Nov 13, 2016 to Dec 8, 2016",Fall 2016,Sundays at 20:00 (JST),"B.CMAY PICTURES,       Alpha Group Co. Ltd.","None found, add some",Qianqi Animation,Original,"Comedy, Fantasy",22 min. per ep.,PG - Children,2,Mahou Shoujo,
Bomberman: Yuuki wo Arigatou - Watashi ga Mimi ni Naru,,6,16694,9482,449,Movie,1,Finished Airing,13-Apr-95,,,"None found, add some","None found, add some","None found, add some",Game,Drama,26 min.,G - All Ages,0,Strategy Game,Kids
Bucchigire!,Shine On! Bakumatsu Bad Boys,6,3757,9483,35,TV,12,Finished Airing,"Jul 8, 2022 to Sep 23, 2022",Summer 2022,Fridays at 22:30 (JST),"Ai Addiction,       bilibili,       Twin Engine","None found, add some",Geno Studio,Original,Action,24 min. per ep.,PG-13 - Teens 13 or older,141,"Historical, Samurai",
Doushitemo Eto ni Hairitai,,6,15421,9484,596,TV,13,Finished Airing,"Oct 11, 2015 to Jan 10, 2016",Fall 2015,Sundays at 09:20 (JST),Studio Mausu,"None found, add some",Pollyanna Graphics,Web manga,Comedy,6 min. per ep.,G - All Ages,2,,
Dr. Slump Movie 11: Dr. Mashirito & Abale-chan,Dr. Slump: Dr. Mashirito and Abale-chan,6,11550,9485,1,Movie,1,Finished Airing,03-Mar-07,,,"None found, add some","None found, add some",Toei Animation,Manga,"Comedy, Sci-Fi",5 min.,PG-13 - Teens 13 or older,0,Gag Humor,Shounen
Elmer no Bouken: My Father's Dragon,Elmer's Adventure: My Father's Dragon,6,15322,9486,610,OVA,1,Finished Airing,05-Jul-97,,,"None found, add some","None found, add some",Aubec,Book,"Adventure, Fantasy",1 hr. 37 min.,G - All Ages,0,,Kids
Furiten-kun,,6,16031,9487,519,Movie,1,Finished Airing,11-Apr-81,,,"None found, add some","None found, add some",Knack Productions,Unknown,"Comedy, Slice of Life",1 hr. 15 min.,R+ - Mild Nudity,0,,Seinen
Great Mazinger tai Getter Robo G: Kuuchuu Daigekitotsu,,6,10737,9488,2,Movie,1,Finished Airing,26-Jul-75,,,Dynamic Planning,"None found, add some",Toei Animation,Manga,"Action, Sci-Fi",25 min.,PG-13 - Teens 13 or older,0,Mecha,
Hajimari no Boukensha-tachi: Legend of Crystania,Legend of Crystania: The Motion Picture,6,7869,9489,6,Movie,1,Finished Airing,29-Jul-95,,,"Kadokawa Shoten,       Victor Entertainment","None found, add some",Triangle Staff,Light novel,"Action, Adventure, Fantasy, Supernatural",1 hr. 18 min.,R - 17+ (violence & profanity),9,,
Hello Kitty no Kieta Santa-san no Boushi,Hello Kitty in Santa's Missing Hat,6,15536,9490,578,OVA,1,Finished Airing,01-Nov-92,,,Sanrio,"None found, add some","None found, add some",Unknown,Fantasy,30 min.,G - All Ages,0,,Kids
Hello Kitty no Yappari Mama ga Suki,Hello Kitty in Mom Loves Me After All,6,15593,9491,570,OVA,1,Finished Airing,21-Aug-92,,,Sanrio,"None found, add some","None found, add some",Unknown,Fantasy,30 min.,G - All Ages,1,,Kids
Jantama Pong☆ Episode 0,,6,10191,9492,2,Special,1,Finished Airing,01-Apr-22,,,"None found, add some","None found, add some",Scooter Films,Game,Comedy,1 min.,PG-13 - Teens 13 or older,1,,
Kishin Houkou Demonbane,,6,6477,9493,9,OVA,1,Finished Airing,01-Jul-04,,,"Frontier Works,       Kadokawa Shoten,       Half H.P Studio,       Digiturbo","None found, add some","Group TAC,       View Works",Visual novel,"Comedy, Drama, Sci-Fi",24 min.,PG-13 - Teens 13 or older,12,Mecha,
Kouchuu Ouja Mushiking Super Battle Movie: Yami no Kaizou Kouchuu,Mushiking: The King of Beetles SUPER BATTLE MOVIE -Altered Beetles of Darkness-,6,15039,9494,655,Movie,1,Finished Airing,21-Mar-07,,,Sega,"None found, add some",TMS Entertainment,Card game,"Adventure, Fantasy",50 min.,G - All Ages,2,,
Kyojin no Hoshi (Movie),,6,14426,9495,789,Movie,1,Finished Airing,21-Aug-82,,,"None found, add some","None found, add some","None found, add some",Unknown,"Drama, Sports",1 hr. 50 min.,G - All Ages,0,,
Magical★Taruruuto-kun Movie,,6,14323,9496,817,Movie,1,Finished Airing,09-Mar-91,,,"None found, add some","None found, add some",Toei Animation,Manga,"Adventure, Comedy, Fantasy, Ecchi",50 min.,G - All Ages,1,"Gag Humor, School",Shounen
Mahou no Star Magical Emi: Finale! Finale!,,6,13559,9497,1,OVA,1,Finished Airing,25-May-86,,,"None found, add some","None found, add some",Pierrot,Original,Comedy,17 min.,G - All Ages,0,Mahou Shoujo,
Mouryou Senki Madara,Madara,6,10198,9498,2,OVA,2,Finished Airing,"Mar 20, 1991 to Dec 20, 1991",,,Bandai Visual,Media Blasters,"Studio Fantasia,       animate Film",Manga,"Adventure, Supernatural",58 min. per ep.,PG-13 - Teens 13 or older,7,Mythology,
Nekketsu Jinmen Inu: Life Is Movie,,6,13759,9499,964,OVA,3,Finished Airing,"Jul 11, 2014 to Sep 26, 2014",,,CoMix Wave Films,"None found, add some","None found, add some",Unknown,"Comedy, Mystery",16 min. per ep.,PG-13 - Teens 13 or older,4,Parody,
Ninja Hattori-kun Plus Perman: Chounouryoku Wars,,6,13881,9500,926,Movie,1,Finished Airing,17-Mar-84,,,"None found, add some","None found, add some",Shin-Ei Animation,Unknown,Adventure,52 min.,PG - Children,0,"Martial Arts, Super Power",
Nobara no Julie,Julie the Wild Rose,6,12868,9501,1,TV,13,Finished Airing,"Jan 4, 1979 to Apr 5, 1979",Winter 1979,Unknown,"None found, add some","None found, add some",DAX Production,Original,"Adventure, Drama",25 min. per ep.,G - All Ages,0,"Historical, Music",
Noraneko,,6,5676,9502,13,ONA,1,Finished Airing,01-Apr-14,,,Kodansha,"None found, add some","None found, add some",Manga,Comedy,35 sec.,G - All Ages,16,,
Oraa Guzura Dado,,6,15499,9503,584,TV,52,Finished Airing,"Oct 7, 1967 to Sep 25, 1968",Fall 1967,Wednesdays at 19:00 (JST),"None found, add some","None found, add some",Tatsunoko Production,Unknown,Comedy,25 min. per ep.,PG - Children,0,,Kids
Panda no Daibouken,,6,13952,9504,905,Movie,1,Finished Airing,17-Mar-73,,,"None found, add some","None found, add some",Toei Animation,Original,Adventure,53 min.,PG - Children,0,Anthropomorphic,Kids
Rio: Rainbow Gate! Special,,6,8167,9505,5,Special,1,Finished Airing,19-Oct-11,,,"None found, add some",Media Blasters,Xebec,Game,"Comedy, Ecchi",23 min.,PG-13 - Teens 13 or older,2,Strategy Game,
Saishuu Shiken Kujira Progressive,,6,9921,9506,3,OVA,1,Finished Airing,26-Mar-08,,,Starchild Records,Media Blasters,Zexcs,Visual novel,"Drama, Romance",30 min.,PG-13 - Teens 13 or older,1,,
Sekai Meisaku Douwa: Oyayubi Hime,World's Famous Stories for Children: Thumb Princess,6,12595,9507,1,Movie,1,Finished Airing,18-Mar-78,,,Harmony Gold,"None found, add some",Toei Animation,Book,Fantasy,1 hr. 4 min.,PG - Children,1,,Kids
Shining Hearts: Shiawase no Pan Specials,Shining Hearts: Bread of Happiness Specials,6,10553,9508,2,Special,6,Finished Airing,"Jul 27, 2012 to Dec 21, 2012",,,"Avex Entertainment,       Sega,       DAX Production,       Volks",Sentai Filmworks,Production I.G,Game,Fantasy,3 min. per ep.,PG-13 - Teens 13 or older,1,Isekai,
Shuang Yue Zhi Cheng,Twin Moons,6,14568,9509,757,ONA,13,Finished Airing,"Mar 30, 2016 to Sep 8, 2016",,,"None found, add some","None found, add some","None found, add some",Original,Sci-Fi,15 min. per ep.,PG-13 - Teens 13 or older,0,Military,
"Taisetsu na Kazoku wo Tsutsumu, Sono Te.",,6,17889,9510,356,ONA,1,Finished Airing,23-Nov-17,,,"None found, add some","None found, add some",G-angle,Original,Slice of Life,1 min.,G - All Ages,0,,
Tamala 2010: A Punk Cat in Space,,6,6207,9511,10,Movie,1,Finished Airing,19-Oct-02,,,Kinetique,"None found, add some","None found, add some",Original,"Avant Garde, Comedy, Sci-Fi",1 hr. 31 min.,R - 17+ (violence & profanity),64,Psychological,
"Tekkamen wo Oe: ""d'Artagnan Monogatari"" yori",,6,13524,9512,1,TV Special,1,Finished Airing,05-May-87,,,Gakken,"None found, add some",Gallop,Novel,Action,25 min.,G - All Ages,0,Historical,
