Name,English_title,Score,Popularity,Rank,Members,Type,Episodes,Status,Aired,Producers,Licensors,Studios,Source,Genres,Themes,Duration,Rating,Favorites,Demographics,Premiered,Broadcast
Atomic World,,5.78,15414,10516,597,Movie,1,Finished Airing,2009,"None found, add some","None found, add some","None found, add some",Original,Avant Garde,Music,2 min.,PG - Children,0,,,
Blade & Soul Specials,,5.78,6970,10517,8,Special,7,Finished Airing,"Jun 25, 2014 to Dec 26, 2014","None found, add some","None found, add some",Gonzo,Game,Comedy,,2 min. per ep.,PG-13 - Teens 13 or older,0,,,
Captain,,5.78,15479,10518,587,TV Special,1,Finished Airing,02-Apr-80,"None found, add some","None found, add some",Eiken,Manga,Sports,Team Sports,1 hr. 54 min.,G - All Ages,1,Shounen,,
Chichibu de Buchichi,,5.78,11125,10519,2,ONA,1,Finished Airing,30-Mar-18,"TMS Music,       8PAN","None found, add some",TMS Entertainment,Original,Slice of Life,,25 min.,PG-13 - Teens 13 or older,0,,,
Cinnamon no Parade,,5.78,14394,10520,794,ONA,1,Finished Airing,21-Jun-12,Sanrio,"None found, add some","None found, add some",Other,Fantasy,,8 min.,G - All Ages,1,,,
Cosplay Complex,,5.78,5740,10521,13,OVA,3,Finished Airing,"May 25, 2002 to Oct 26, 2002","Lantis,       Happinet Pictures",ADV Films,TNK,Original,"Comedy, Ecchi","Otaku Culture, Parody, School",29 min. per ep.,R+ - Mild Nudity,6,,,
"Dies Irae: Marie's Memory ""Michi ni Tsuuzu Kiseki""",,5.78,8564,10522,5,ONA,1,Finished Airing,29-Dec-17,"None found, add some","None found, add some",A.C.G.T.,Visual novel,Action,Super Power,23 min.,R - 17+ (violence & profanity),4,,,
Donguri to Yamaneko,Miyazawa Kenji Collection - The Acorns and the Wildcat,5.78,13314,10523,1,OVA,1,Finished Airing,30-Sep-88,Konami,"None found, add some",Madhouse,Unknown,Drama,,24 min.,G - All Ages,0,,,
Dr. Slump: Arale-chan Ayaya!? Penguin Mura de TV Jack,,5.78,13541,10524,1,Special,1,Finished Airing,25-Jul-81,"None found, add some","None found, add some",Toei Animation,Manga,"Comedy, Sci-Fi",Gag Humor,46 min.,PG-13 - Teens 13 or older,0,Shounen,,
Evil or Live,,5.78,2386,10525,81,TV,12,Finished Airing,"Oct 11, 2017 to Jan 2, 2018",Emon,"None found, add some",Haoliners Animation League,Web manga,"Horror, Suspense","Gore, Psychological, School, Survival",23 min. per ep.,R - 17+ (violence & profanity),115,,Fall 2017,Wednesdays at 01:41 (JST)
Fantasista Stella,,5.78,11858,10526,1,OVA,3,Finished Airing,"Sep 18, 2014 to Feb 16, 2015",Shogakukan,"None found, add some",Xebec,Manga,Sports,Team Sports,23 min. per ep.,PG-13 - Teens 13 or older,3,Shounen,,
G-On Riders,,5.78,8311,10527,5,TV,13,Finished Airing,"Jul 2, 2002 to Oct 1, 2002","None found, add some","None found, add some","Shaft,       TNK",Original,"Action, Comedy, Sci-Fi",School,24 min. per ep.,R - 17+ (violence & profanity),6,,Summer 2002,Tuesdays at 18:30 (JST)
Ganbare!! Tabuchi-kun!! Aa Tsuppari Jinsei,,5.78,16883,10528,433,Movie,1,Finished Airing,13-Dec-80,"None found, add some","None found, add some",Tokyo Movie Shinsha,4-koma manga,"Comedy, Sports",Team Sports,1 hr. 36 min.,PG-13 - Teens 13 or older,1,,,
Hashi no Mukou,,5.78,11376,10529,2,ONA,1,Finished Airing,21-Sep-12,"None found, add some","None found, add some",Iyasakadou Film,Original,"Horror, Supernatural",Historical,10 min.,R - 17+ (violence & profanity),2,,,
Heavy,,5.78,13159,10530,1,Movie,1,Finished Airing,14-Apr-90,Creative Bridge,"None found, add some",Artland,Manga,"Drama, Sports",Combat Sports,52 min.,R - 17+ (violence & profanity),1,,,
K: Seven Stories - The Idol K,,5.78,7492,10531,6,Movie,6,Finished Airing,"Jul 7, 2018 to Dec 1, 2018","None found, add some","None found, add some",GoHands,Original,Comedy,"Idols (Female), Idols (Male), Music, Parody",7 min. per ep.,PG-13 - Teens 13 or older,10,,,
Kamierabi,KamiErabi GOD.app,5.78,4585,10532,23,TV,12,Finished Airing,"Oct 5, 2023 to Dec 21, 2023","Dentsu,       Fuji TV,       KlockWorx,       Tokyopop,       Slow Curve,       BS Fuji,       Crunchyroll","None found, add some",Unend,Original,"Action, Suspense",High Stakes Game,22 min. per ep.,R - 17+ (violence & profanity),66,,Fall 2023,Thursdays at 00:55 (JST)
Kyoei Tankou-sho,,5.78,17810,10533,362,ONA,1,Finished Airing,03-Aug-18,"None found, add some","None found, add some",G-angle,Original,Sci-Fi,Mecha,50 sec.,G - All Ages,0,,,
Kyoukai Senki: Kyokkou no Souki,AMAIM: Warrior at the Borderline UltraSteel Ogre-Gear,5.78,9682,10534,3,ONA,6,Finished Airing,"Aug 10, 2023 to Oct 19, 2023",Bandai Spirits,"None found, add some",Sunrise Beyond,Original,"Action, Sci-Fi",Mecha,10 min. per ep.,PG-13 - Teens 13 or older,9,,,
Mahou Shoujo Sonico★Magica,Puella Magi Sonico Magica,5.78,4767,10535,21,ONA,1,Finished Airing,01-Apr-11,Nitroplus,"None found, add some","None found, add some",Other,Fantasy,"Mahou Shoujo, Music",1 min.,PG-13 - Teens 13 or older,14,,,
Megumi no Daigo: Kyuukoku no Orange Recaps,Firefighter Daigo: Rescuer in Orange Recaps,5.78,13599,10536,1,TV Special,2,Finished Airing,"Dec 23, 2023 to Feb 10, 2024","None found, add some","None found, add some",Brain's Base,Manga,"Action, Drama","Adult Cast, Workplace",23 min. per ep.,PG-13 - Teens 13 or older,2,Shounen,,
Nanairo Kakumei,,5.78,12079,10537,1,Special,3,Finished Airing,"Oct 6, 2015 to Oct 20, 2015","None found, add some","None found, add some","None found, add some",Manga,Comedy,School,1 min. per ep.,G - All Ages,2,Shoujo,,
One Room: Second Season - Hanasaka Yui no Prologue,One Room 2nd Season: Hanasaka Yui's Prologue,5.78,5879,10538,12,TV Special,1,Finished Airing,03-Jul-18,"None found, add some","None found, add some",Zero-G,Original,Slice of Life,,4 min.,PG-13 - Teens 13 or older,3,,,
Oniku Daisuki! Zeushi-kun 2nd Season,,5.78,16981,10539,425,ONA,6,Finished Airing,"Nov 29, 2014 to Mar 29, 2015","None found, add some","None found, add some",DLE,Original,"Comedy, Gourmet",,2 min. per ep.,G - All Ages,0,,,
Kabushikigaisha OPT Shinsotsu Saiyou Movie,,5.77,18374,10540,321,ONA,1,Finished Airing,02-Feb-12,"None found, add some","None found, add some","None found, add some",Original,Slice of Life,Music,5 min.,G - All Ages,0,,,
Kaiko sareta Ankoku Heishi (30-dai) no Slow na Second Life Mini Anime Episode 0,Chillin' in My 30s after Getting Fired from the Demon King's Army Mini Anime Episode 0,5.77,11503,10541,1,ONA,1,Finished Airing,03-Jan-23,"None found, add some","None found, add some",AQUA ARIS,Light novel,"Comedy, Fantasy",,2 min.,PG-13 - Teens 13 or older,2,,,
Kakyuusei 2: Hitomi no Naka no Shoujo-tachi,Kakyusei 2,5.77,7583,10542,6,TV,13,Finished Airing,"Oct 2, 2004 to Dec 25, 2004",Soft Garage,"None found, add some",Arms,Visual novel,"Comedy, Drama, Romance","Harem, School",25 min. per ep.,R+ - Mild Nudity,6,,Fall 2004,Unknown
Kizuna (Special),,5.77,13827,10543,941,Special,1,Finished Airing,2012,"None found, add some","None found, add some","None found, add some",Original,"Drama, Romance, Slice of Life",,1 min.,G - All Ages,2,,,
Latina no Nikki,,5.77,13464,10544,1,ONA,77,Finished Airing,"Apr 28, 2019 to Sep 23, 2019","None found, add some","None found, add some",Maho Film,Light novel,Slice of Life,,16 sec. per ep.,G - All Ages,3,,,
Licca-chan Fushigi na Mahou no Ring,Licca: Mysterious Magical Ring,5.77,12340,10545,1,OVA,2,Finished Airing,30-Aug-91,"None found, add some","None found, add some",Ajia-do,Other,"Adventure, Fantasy",,25 min. per ep.,G - All Ages,1,,,
Magma Taishi,Ambassador Magma,5.77,11908,10546,1,OVA,13,Finished Airing,"Feb 21, 1993 to Jun 21, 1993",Bandai Visual,"None found, add some",Tezuka Productions,Manga,"Action, Sci-Fi","Space, Super Power",24 min. per ep.,PG-13 - Teens 13 or older,2,Shounen,,
Mahou no LumiTear,Luminary Tears,5.77,14740,10547,712,ONA,10,Finished Airing,29-Mar-19,"Bandai,       Oddjob","None found, add some","None found, add some",Other,Fantasy,,3 min. per ep.,G - All Ages,0,Shoujo,,
Memories Off,,5.77,7466,10548,6,OVA,3,Finished Airing,"Nov 21, 2001 to Mar 6, 2002","None found, add some","None found, add some",E&G Films,Visual novel,"Drama, Romance",,31 min. per ep.,PG-13 - Teens 13 or older,2,,,
Mianhada Saranghanda,,5.77,11410,10549,2,Movie,1,Finished Airing,02-Jun-08,G&G Entertainment,"None found, add some",Studio Meditation With a Pencil,Other,Drama,,35 min.,G - All Ages,1,,,
Miko Note Episode 0: Zenjitsudan,,5.77,18153,10550,335,ONA,1,Finished Airing,28-Feb-22,"None found, add some","None found, add some","None found, add some",Game,"Mystery, Slice of Life",,11 min.,PG-13 - Teens 13 or older,0,,,
Minna Agechau♡,,5.77,9444,10551,3,OVA,1,Finished Airing,27-Mar-87,"Movic,       Shueisha","None found, add some",J.C.Staff,Unknown,"Comedy, Romance, Ecchi",,45 min.,R+ - Mild Nudity,9,,,
Mofumofuiction,Fluffiction,5.77,16758,10552,443,Movie,1,Finished Airing,02-Mar-18,Geidai Animation,"None found, add some","None found, add some",Original,Avant Garde,Music,6 min.,G - All Ages,1,,,
"Okoshiyasu, Chitose-chan Recaps",,5.77,14751,10553,709,TV Special,2,Finished Airing,"Dec 19, 2018 to Feb 15, 2019","None found, add some","None found, add some",Gathering,Manga,Slice of Life,Anthropomorphic,3 min. per ep.,G - All Ages,0,Josei,,
Porong Porong Pororo 6,Pororo the Little Penguin 6,5.77,17582,10554,381,TV,26,Finished Airing,"Mar 2, 2016 to May 26, 2016","None found, add some","None found, add some","None found, add some",Original,,,11 min. per ep.,G - All Ages,0,Kids,Spring 2016,Unknown
Princess Rouge,,5.77,10416,10555,2,OVA,2,Finished Airing,"Sep 25, 1997 to Jun 10, 1998","AC Create,       Cosmic Ray,       BEAM Entertainment,       NichiNare",Media Blasters,"J.C.Staff,       Front Line",Original,"Fantasy, Romance",,28 min. per ep.,PG-13 - Teens 13 or older,4,,,
Rakushou! Hyper Doll,,5.77,9675,10556,3,OVA,2,Finished Airing,"Sep 25, 1995 to Nov 25, 1995","None found, add some",Pioneer LDC,Triangle Staff,Manga,"Adventure, Comedy, Sci-Fi",,27 min. per ep.,PG-13 - Teens 13 or older,2,Shounen,,
Saihate no Paladin: Michiyuki,The Faraway Paladin: Michiyuki,5.77,5915,10557,12,TV Special,1,Finished Airing,27-Nov-21,"None found, add some","None found, add some",Children's Playground Entertainment,Light novel,"Action, Adventure, Fantasy",,23 min.,PG-13 - Teens 13 or older,40,,,
Seikima II Humane Society: Jinrui Ai ni Michita Shakai,,5.77,13619,10558,1,OVA,1,Finished Airing,01-Jul-92,"Movic,       Sony Music Entertainment","None found, add some","Production I.G,       animate Film",Original,"Action, Fantasy, Supernatural",Mythology,56 min.,PG-13 - Teens 13 or older,1,,,
Shichigahama de Mitsuketa,I Found it in Shichigahama,5.77,14962,10559,672,ONA,1,Finished Airing,10-Mar-21,"None found, add some","None found, add some",Jichitai Anime,Original,"Drama, Slice of Life",,20 min.,G - All Ages,2,,,
Sweet Valerian,,5.77,9492,10560,3,TV,18,Finished Airing,"Aug 1, 2004 to Dec 19, 2004",Aniplex,"None found, add some",Madhouse,Original,"Action, Comedy",School,3 min. per ep.,G - All Ages,4,,Summer 2004,Unknown
"Tantei wa Mou, Shindeiru. Mini Anime",The Detective Is Already Dead Mini Anime,5.77,12300,10561,1,ONA,5,Finished Airing,"May 21, 2021 to May 25, 2021",Kadokawa,"None found, add some",ENGI,Light novel,Comedy,,2 min. per ep.,PG-13 - Teens 13 or older,3,,,
The Gregory Gallery Tour Special,,5.77,16090,10562,512,Special,3,Finished Airing,"Mar 3, 2000 to Jun 21, 2000","None found, add some","None found, add some",Milky Cartoon,Original,"Comedy, Horror, Mystery, Supernatural",Mythology,10 min. per ep.,PG-13 - Teens 13 or older,0,,,
Tokyo 24-ku: Reversal Film,,5.77,9962,10563,3,TV Special,1,Finished Airing,17-Mar-22,"Aniplex,       Movic,       Nitroplus,       Nagoya Broadcasting Network,       BS11,       ABC Animation","None found, add some",CloverWorks,Original,"Mystery, Sci-Fi",Super Power,24 min.,PG-13 - Teens 13 or older,5,,,
Tsunotsuno Taisou,Moove with Askr,5.77,17166,10564,411,ONA,1,Finished Airing,03-Apr-23,"None found, add some","None found, add some",Anima,Game,"Comedy, Fantasy, Sports",Parody,2 min.,G - All Ages,0,,,
Urahara,,5.77,3740,10565,36,TV,12,Finished Airing,"Oct 4, 2017 to Dec 20, 2017","VAP,       Sotsu,       bilibili,       Crunchyroll SC Anime Fund",Funimation,"Shirogumi,       EMT Squared",Web manga,"Comedy, Fantasy, Sci-Fi","Mahou Shoujo, Psychological",23 min. per ep.,PG-13 - Teens 13 or older,52,,Fall 2017,Wednesdays at 20:00 (JST)
Utsunomiko,,5.77,12280,10566,1,Movie,1,Finished Airing,11-Mar-89,"None found, add some","None found, add some",Nippon Animation,Light novel,"Adventure, Fantasy",Mythology,1 hr. 23 min.,PG - Children,2,,,
Wata no Kuni Hoshi Pilot,,5.77,14546,10567,762,Special,1,Finished Airing,20-Jun-07,"None found, add some","None found, add some",Mushi Production,Manga,Fantasy,Pets,2 min.,G - All Ages,0,Shoujo,,
Yukidoke wo Kiite,Hear the Snow Melt,5.77,18133,10568,337,Movie,1,Finished Airing,07-Oct-21,Geidai Animation,"None found, add some","None found, add some",Original,,Music,4 min.,G - All Ages,0,,,
Zettai Yareru Greece Shinwa,,5.77,14319,10569,816,TV,13,Finished Airing,"Oct 4, 2008 to Dec 27, 2008",VAP,"None found, add some",A-1 Pictures,Original,"Comedy, Ecchi",,24 min. per ep.,R+ - Mild Nudity,0,,Fall 2008,Unknown
Alexander Senki Movie,Reign: The Conqueror Movie,5.77,10200,10570,2,Movie,1,Finished Airing,07-Oct-00,"Media Factory,       TBS,       GAGA,       Kadokawa Haruki Corporation,       Samsung,       Namisokan","None found, add some",Madhouse,Novel,"Action, Adventure, Avant Garde, Mystery, Supernatural","Historical, Military",1 hr. 41 min.,R - 17+ (violence & profanity),2,,,
ARP Backstage Pass: Paradise,,5.77,12683,10571,1,Special,1,Finished Airing,13-Jul-20,"None found, add some","None found, add some",Dynamo Pictures,Other,,"Idols (Male), Music",23 min.,PG-13 - Teens 13 or older,4,,,
Chogokin Hello Kitty,,5.77,17974,10572,350,ONA,1,Finished Airing,21-Jun-14,"None found, add some","None found, add some","None found, add some",Unknown,Sci-Fi,Mecha,3 min.,G - All Ages,0,,,
Devilman Memorial,,5.77,11259,10573,2,OVA,1,Finished Airing,1999,"None found, add some","None found, add some",Toei Animation,Manga,"Action, Horror, Supernatural",Mythology,59 min.,R - 17+ (violence & profanity),1,,,
Digimon Ghost Game Recap,,5.77,11613,10574,1,TV Special,1,Finished Airing,08-May-22,"None found, add some","None found, add some",Toei Animation,Other,"Action, Adventure, Comedy, Fantasy",,23 min.,PG-13 - Teens 13 or older,1,,,
Dr. Slump: Hoyoyo! Arale no Himitsu Dai Koukai da yo!!,,5.77,12930,10575,1,Special,1,Finished Airing,15-Sep-99,"None found, add some","None found, add some",Toei Animation,Manga,"Comedy, Sci-Fi",Gag Humor,24 min.,PG-13 - Teens 13 or older,0,Shounen,,
Dragon Ball Z Movie 11: Super Senshi Gekiha!! Katsu no wa Ore da,Dragon Ball Z: Bio-Broly,5.77,1783,10576,125,Movie,1,Finished Airing,09-Jul-94,"None found, add some",Funimation,Toei Animation,Manga,"Action, Adventure, Comedy, Fantasy","Martial Arts, Super Power",46 min.,PG-13 - Teens 13 or older,22,Shounen,,
Fudanshi Shoukan: Isekai de Shinjuu ni Hameraremashita 5th Season,,5.77,16456,10577,472,ONA,3,Finished Airing,"May 10, 2023 to May 24, 2023","None found, add some","None found, add some",AQUA ARIS,Web manga,"Boys Love, Fantasy",Isekai,2 min. per ep.,PG-13 - Teens 13 or older,0,,,
Futarigurashi,,5.77,10852,10578,2,TV,36,Finished Airing,"Apr 28, 1998 to Jun 30, 1998",TBS,"None found, add some","Studio Bogey,       Public & Basic",Manga,"Comedy, Romance, Ecchi",,8 min. per ep.,R+ - Mild Nudity,4,,Spring 1998,Not scheduled once per week
Gegege no Kitarou: Kitarou no Yuurei Densha,Gegege no Kitarou: Kitarou's Ghost Train,5.77,13785,10579,952,Movie,1,Finished Airing,20-Mar-99,"None found, add some","None found, add some",Toei Animation,Unknown,"Adventure, Supernatural","Mythology, Super Power",13 min.,G - All Ages,0,,,
Hello Kitty no London ni Orita Uchuujin,,5.77,16032,10580,518,OVA,1,Finished Airing,21-Sep-92,Sanrio,"None found, add some","None found, add some",Unknown,,,31 min.,G - All Ages,0,Kids,,
11-gatsu Umare no Otokonoko no Tame ni.,Dear November Boy,5.76,18088,10581,340,Movie,1,Finished Airing,2012,"None found, add some","None found, add some","None found, add some",Original,Slice of Life,,3 min.,G - All Ages,1,,,
23-ji no Saga Meshi Anime,,5.76,17826,10582,361,ONA,10,Finished Airing,"Feb 15, 2021 to Feb 24, 2021","None found, add some","None found, add some",Studio Kai,Original,Gourmet,,19 sec. per ep.,G - All Ages,0,,,
47 Todoufuken Specials,,5.76,16871,10583,433,Special,2,Finished Airing,"Mar 20, 2012 to Jun 30, 2012","None found, add some","None found, add some",Pollyanna Graphics,Unknown,"Comedy, Romance",,4 min. per ep.,G - All Ages,0,Kids,,
Aesop's World,,5.76,14750,10584,707,TV,26,Finished Airing,"Apr 5, 1999 to Dec 31, 1999","None found, add some","None found, add some",Sunrise,Original,Adventure,,11 min. per ep.,G - All Ages,1,Kids,Spring 1999,Mondays at 18:30 (JST)
Ahiru no Pekkle no Sindbad no Bouken,Pekkle in the Adventures of Sinbad,5.76,14827,10585,689,OVA,1,Finished Airing,21-Oct-93,Sanrio,"None found, add some","None found, add some",Unknown,"Adventure, Fantasy",,26 min.,G - All Ages,4,Kids,,
Anime Rakugo Kan,,5.76,14091,10586,872,OVA,8,Finished Airing,05-Jul-92,"None found, add some","None found, add some",Ajia-do,Unknown,Comedy,Performing Arts,13 min. per ep.,G - All Ages,1,,,
Backstage Idol Story,,5.76,13997,10587,893,TV,8,Finished Airing,"Oct 11, 2012 to Nov 29, 2012","None found, add some","None found, add some","None found, add some",Unknown,,"Idols (Female), Music",12 min. per ep.,PG-13 - Teens 13 or older,0,,Fall 2012,Unknown
Bihada Ichizoku,,5.76,8533,10588,5,TV,12,Finished Airing,"Oct 7, 2008 to Dec 23, 2008","Omnibus Japan,       Sony Music Entertainment","None found, add some","None found, add some",Original,Drama,Parody,8 min. per ep.,PG-13 - Teens 13 or older,4,,Fall 2008,Unknown
Blue Reflection Ray Special,,5.76,12006,10589,1,TV Special,1,Finished Airing,03-Jul-21,"Mainichi Broadcasting System,       Magic Capsule,       DMM pictures","None found, add some",J.C.Staff,Game,Fantasy,"Mahou Shoujo, School",24 min.,PG-13 - Teens 13 or older,8,,,
Chi-Sui Maru,,5.76,15170,10590,632,TV,41,Finished Airing,"Feb 6, 2010 to Nov 26, 2010","None found, add some","None found, add some","None found, add some",Original,Comedy,,1 min. per ep.,G - All Ages,1,,Winter 2010,Unknown
Chiruri,,5.76,13568,10591,1,ONA,1,Finished Airing,29-Sep-11,"None found, add some","None found, add some","None found, add some",Original,Drama,,8 min.,PG-13 - Teens 13 or older,0,,,
Dai Yamato Zero-gou,Great Yamato No. 0,5.76,11549,10592,1,OVA,5,Finished Airing,"Mar 31, 2004 to Jun 15, 2007","None found, add some","None found, add some",JCF,Original,Sci-Fi,"Adult Cast, Space",41 min. per ep.,PG-13 - Teens 13 or older,1,,,
Dororo Pilot,,5.76,8318,10593,5,Special,1,Finished Airing,Jan-68,"None found, add some",Discotek Media,Mushi Production,Manga,Action,,14 min.,PG-13 - Teens 13 or older,6,Shounen,,
Duel Masters Victory V,,5.76,12835,10594,1,TV,51,Finished Airing,"Apr 7, 2012 to Mar 30, 2013",Shogakukan-Shueisha Productions,"None found, add some",Shogakukan Music & Digital Entertainment,Original,"Action, Adventure, Comedy, Fantasy",,10 min. per ep.,PG-13 - Teens 13 or older,1,Kids,Spring 2012,Unknown
Duel Masters!,,5.76,12241,10595,1,TV,51,Finished Airing,"Apr 1, 2018 to Mar 31, 2019","None found, add some","None found, add some",Ascension,Original,"Action, Adventure, Comedy, Fantasy",,24 min. per ep.,G - All Ages,3,Kids,Spring 2018,Sundays at 08:30 (JST)
Hello Kitty no Hakuchou no Ouji,Hello Kitty in Swan Princess,5.76,14723,10596,714,OVA,1,Finished Airing,21-Sep-01,Sanrio,"None found, add some","None found, add some",Unknown,Fantasy,,15 min.,G - All Ages,0,Kids,,
Hello Kitty no Suteki na Kyoudai,Hello Kitty in The Wonderful Sisters,5.76,15264,10597,620,OVA,1,Finished Airing,21-May-93,Sanrio,"None found, add some","None found, add some",Unknown,Fantasy,,29 min.,G - All Ages,0,Kids,,
Honto ni Atta Gakkou Kaidan,,5.76,16549,10598,464,OVA,1,Finished Airing,21-Aug-96,"None found, add some","None found, add some","None found, add some",Unknown,"Mystery, Supernatural",School,30 min.,PG - Children,1,Kids,,
Kandagawa Jet Girls,,5.76,3391,10599,43,TV,12,Finished Airing,"Oct 8, 2019 to Jan 7, 2020","Marvelous Entertainment,       AT-X,       Egg Firm,       Kadokawa,       Bandai Namco Arts,       Legs",Sentai Filmworks,TNK,Mixed media,"Sci-Fi, Ecchi",Racing,23 min. per ep.,R+ - Mild Nudity,58,,Fall 2019,Tuesdays at 23:30 (JST)
Kidou Senshi SD Gundam Mk-III,Mobile Suit SD Gundam Mk-III,5.76,9315,10600,3,OVA,6,Finished Airing,23-Mar-90,"None found, add some","None found, add some",Sunrise,Original,"Comedy, Sci-Fi","Mecha, Parody",7 min. per ep.,PG-13 - Teens 13 or older,1,,,
Korokoro Kuririn no Inaka no Nezumi Tokai no Nezumi,Korokoro Kuririn in The Country Mouse and the Town Mouse,5.76,16662,10601,452,OVA,1,Finished Airing,26-Oct-01,Sanrio,"None found, add some","None found, add some",Book,Fantasy,,7 min.,G - All Ages,0,Kids,,
Kotatsu Neko,,5.76,12555,10602,1,ONA,2,Finished Airing,Feb 2005 to Nov 2005,Space Neko Company,"None found, add some","None found, add some",Original,Comedy,,1 min. per ep.,G - All Ages,1,,,
Maps,,5.76,9915,10603,3,OVA,4,Finished Airing,"Jul 8, 1994 to Feb 24, 1995","KSS,       Tokyo Movie Shinsha",ADV Films,TMS Entertainment,Manga,"Action, Adventure, Comedy, Sci-Fi",Space,28 min. per ep.,R+ - Mild Nudity,4,Shounen,,
Ninja & Soldier,,5.76,15869,10604,537,Movie,1,Finished Airing,2012,"None found, add some","None found, add some","None found, add some",Unknown,,Psychological,10 min.,G - All Ages,0,,,
Onigakure Yama no Soba no Hana,The Soba Flower of Mt. Oni,5.76,18039,10605,344,Movie,1,Finished Airing,1979,"None found, add some","None found, add some","None found, add some",Original,,"Historical, Mythology",23 min.,G - All Ages,0,Kids,,
Oval x Over,,5.76,10993,10606,2,Movie,1,Finished Airing,23-Mar-05,"None found, add some","None found, add some",Production I.G,Other,,Racing,8 min.,PG-13 - Teens 13 or older,1,,,
Pecola,,5.76,15083,10607,648,TV,26,Finished Airing,"Oct 6, 2002 to Mar 30, 2003","Yomiko Advertising,       Nelvana,       Milky Cartoon","None found, add some","None found, add some",Picture book,,,25 min. per ep.,G - All Ages,5,Kids,Fall 2002,Unknown
